Date,Close/Last,Open,High,Low
11/27/2023,15961.98,15969.72,16045.30,15932.19
11/24/2023,15982.01,15974.85,16007.43,15940.62
11/22/2023,16001.39,16025.74,16119.31,15964.04
11/21/2023,15933.62,15951.55,15968.09,15866.82
11/20/2023,16027.06,15845.20,16056.76,15844.83
11/17/2023,15837.99,15803.98,15876.87,15766.94
11/16/2023,15833.17,15765.20,15842.63,15738.22
11/15/2023,15817.18,15881.72,15904.63,15765.31
11/14/2023,15812.47,15744.36,15850.34,15726.12
11/13/2023,15482.79,15469.21,15524.66,15404.71
11/10/2023,15529.12,15252.36,15535.20,15237.17
11/09/2023,15187.90,15351.12,15382.11,15171.32
11/08/2023,15313.24,15313.90,15343.19,15220.88
11/07/2023,15296.02,15201.77,15335.44,15153.31
11/06/2023,15154.93,15137.16,15180.19,15064.91
11/03/2023,15099.49,14985.12,15149.78,14965.29
11/02/2023,14919.55,14856.95,14930.76,14792.81
11/01/2023,14664.91,14453.68,14677.86,14441.89
10/31/2023,14409.78,14340.86,14420.44,14232.40
10/30/2023,14335.51,14283.98,14388.20,14225.86
10/27/2023,14180.42,14245.75,14321.04,14130.37
10/26/2023,14109.57,14314.01,14372.51,14058.33
10/25/2023,14381.64,14642.08,14643.69,14362.24
10/24/2023,14745.85,14678.41,14774.16,14610.33
10/23/2023,14604.85,14514.11,14746.37,14419.06
10/20/2023,14560.88,14752.59,14781.22,14552.12
10/19/2023,14783.13,14981.13,15023.91,14749.30
10/18/2023,14909.26,15022.28,15103.87,14865.81
10/17/2023,15122.01,15009.26,15187.06,14932.77
10/16/2023,15172.73,15054.48,15209.50,15047.27
10/13/2023,14995.12,15225.73,15232.37,14943.42
10/12/2023,15184.10,15264.11,15333.98,15090.69
10/11/2023,15241.12,15194.53,15248.22,15119.62
10/10/2023,15131.52,15074.04,15241.94,15050.54
10/09/2023,15047.15,14871.57,15070.64,14816.32
10/06/2023,14973.24,14622.23,15021.38,14575.95
10/05/2023,14723.22,14769.55,14784.69,14584.39
10/04/2023,14776.25,14613.23,14803.04,14592.56
10/03/2023,14565.62,14744.05,14819.87,14504.14
10/02/2023,14837.57,14717.90,14892.18,14701.52
09/29/2023,14715.24,14853.35,14901.85,14664.78
09/28/2023,14702.77,14530.96,14787.58,14510.17
09/27/2023,14580.16,14600.14,14657.21,14432.60
09/26/2023,14545.83,14668.45,14678.48,14505.68
09/25/2023,14768.90,14662.69,14771.12,14615.45
09/22/2023,14701.10,14756.62,14855.92,14686.84
09/21/2023,14694.24,14813.48,14849.25,14691.69
09/20/2023,14969.92,15225.34,15245.19,14967.60
09/19/2023,15191.23,15152.53,15219.92,15069.41
09/18/2023,15225.37,15161.17,15268.96,15155.46
09/15/2023,15202.40,15425.95,15435.45,15173.71
09/14/2023,15473.89,15433.01,15512.82,15337.18
09/13/2023,15348.53,15293.27,15414.61,15256.60
09/12/2023,15289.74,15390.59,15447.85,15278.88
09/11/2023,15461.87,15409.77,15482.84,15328.35
09/08/2023,15280.23,15265.57,15374.22,15244.06
09/07/2023,15258.52,15174.22,15288.20,15138.73
09/06/2023,15371.44,15467.32,15487.00,15289.48
09/05/2023,15508.24,15460.52,15556.85,15419.96
09/01/2023,15490.86,15600.95,15618.85,15429.36
08/31/2023,15501.07,15475.43,15575.01,15466.41
08/30/2023,15462.43,15386.67,15484.83,15341.94
08/29/2023,15376.55,15043.02,15391.56,15034.54
08/28/2023,15052.46,15035.48,15086.23,14948.92
08/25/2023,14941.83,14858.93,15001.29,14715.36
08/24/2023,14816.44,15278.93,15279.24,14814.83
08/23/2023,15148.06,14947.58,15188.86,14947.58
08/22/2023,14908.96,15035.07,15037.79,14883.98
08/21/2023,14936.69,14762.01,14958.87,14739.37
08/18/2023,14694.84,14589.71,14744.57,14557.83
08/17/2023,14715.81,14943.34,14949.58,14698.29
08/16/2023,14876.47,15021.63,15077.05,14874.02
08/15/2023,15037.65,15172.08,15192.88,15014.36
08/14/2023,15205.59,14988.42,15206.26,14972.01
08/11/2023,15028.07,15010.52,15102.53,14973.67
08/10/2023,15128.84,15217.29,15366.29,15072.49
08/09/2023,15101.71,15286.99,15288.76,15077.91
08/08/2023,15273.05,15279.41,15295.80,15148.25
08/07/2023,15407.85,15355.62,15410.85,15258.92
08/04/2023,15274.92,15420.74,15523.31,15258.69
08/03/2023,15353.54,15287.77,15436.59,15270.72
08/02/2023,15370.74,15561.15,15561.36,15321.44
08/01/2023,15718.01,15696.98,15748.43,15636.57
07/31/2023,15757.00,15774.30,15803.55,15702.74
07/28/2023,15750.93,15630.17,15788.48,15617.75
07/27/2023,15464.93,15734.03,15795.51,15416.05
07/26/2023,15499.26,15514.04,15571.16,15411.91
07/25/2023,15561.42,15483.06,15622.69,15482.04
07/24/2023,15448.02,15475.15,15504.67,15374.66
07/21/2023,15425.67,15554.95,15600.54,15410.57
07/20/2023,15466.09,15717.67,15771.84,15429.87
07/19/2023,15826.35,15888.16,15932.05,15781.96
07/18/2023,15841.35,15671.72,15895.68,15607.71
07/17/2023,15713.28,15608.28,15745.67,15576.51
07/14/2023,15565.60,15610.00,15720.06,15531.00
07/13/2023,15571.98,15432.48,15602.74,15420.71
07/12/2023,15307.23,15279.35,15364.09,15209.71
07/11/2023,15119.06,15068.13,15135.29,14974.16
07/10/2023,15045.64,15031.95,15066.44,14924.64
07/07/2023,15036.85,15070.50,15210.63,15032.56
07/06/2023,15089.45,15054.10,15106.45,14969.14
07/05/2023,15203.78,15165.36,15275.18,15162.66
07/03/2023,15208.69,15190.54,15232.96,15153.60
06/30/2023,15179.21,15085.24,15213.75,15081.57
06/29/2023,14939.95,14965.55,14986.89,14876.94
06/28/2023,14964.57,14876.25,15051.08,14865.81
06/27/2023,14945.91,14751.57,14972.31,14726.75
06/26/2023,14689.02,14866.66,14982.82,14687.02
06/23/2023,14891.48,14879.23,14983.73,14821.81
06/22/2023,15042.32,14797.89,15044.22,14794.95
06/21/2023,14867.45,15019.01,15038.90,14826.02
06/20/2023,15070.15,15036.48,15127.42,14946.72
06/16/2023,15083.92,15272.65,15284.65,15073.45
06/15/2023,15185.48,14949.70,15246.62,14930.12
06/14/2023,15005.69,14894.10,15017.10,14784.62
06/13/2023,14900.85,14911.26,14931.83,14770.14
06/12/2023,14784.30,14617.35,14789.60,14571.36
06/09/2023,14528.36,14574.24,14672.85,14487.48
06/08/2023,14484.54,14319.24,14503.31,14314.69
06/07/2023,14303.29,14573.27,14647.91,14283.88
06/06/2023,14558.09,14526.10,14593.50,14476.99
06/05/2023,14556.50,14550.13,14662.95,14516.88
06/02/2023,14546.64,14517.08,14595.81,14442.15
